"GameName","AchievementName","AchievementPageURL","Gamerscore","TAScore","TARatio","DLCName","Unachieveable",
"Halo Infinite","Whip-Riding the Ghost","https://www.trueachievements.com/a346488/whipriding-the-ghost-achievement","10","13","1.36","Campaign","",
"Minecraft: Story Mode - A Telltale Games Series","Finders Keepers","https://www.trueachievements.com/a208426/finders-keepers-achievement","20","27","1.37","Episode 5: Order Up!","",
"Worms Rumble","Finisher","https://www.trueachievements.com/a325349/finisher-achievement","5","6","1.37","","",
"No Man's Sky","Symphony For A Lost Traveler","https://www.trueachievements.com/a256038/symphony-for-a-lost-traveler-achievement","32","43","1.37","","",
"TT Isle of Man Ride on the Edge","First purchase","https://www.trueachievements.com/a249157/first-purchase-achievement","10","13","1.37","","",
"KINGDOM HEARTS III","A Wish at Twilight","https://www.trueachievements.com/a267326/a-wish-at-twilight-achievement","15","20","1.37","","",
"Halo: The Master Chief Collection","Delicious Brains","https://www.trueachievements.com/a193380/delicious-brains-achievement","5","6","1.37","","",
"King's Quest","Distressed Out","https://www.trueachievements.com/a210557/distressed-out-achievement","20","27","1.37","Chapter 2: Rubble Without a Cause","",
"Injustice: Gods Among Us","Justice for All","https://www.trueachievements.com/a175644/justice-for-all-achievement","80","110","1.37","","",
"Destiny 2","Cayde's Pathfinder","https://www.trueachievements.com/a239704/caydes-pathfinder-achievement","60","82","1.37","","",
"NBA 2K21 (Xbox One)","Here We Go Again","https://www.trueachievements.com/a308317/here-we-go-again-achievement","15","20","1.37","","True",
"HITMAN 2","Long Shot","https://www.trueachievements.com/a263220/long-shot-achievement","20","27","1.38","Whittleton Creek","",
"HITMAN 2","Pirate Hunter","https://www.trueachievements.com/a263221/pirate-hunter-achievement","20","27","1.38","Mumbai","",
"Halo Infinite","Hunter. Killer.","https://www.trueachievements.com/a346432/hunter-killer-achievement","10","13","1.38","Campaign","",
"Forza Horizon 2","Welcome to San Giovanni","https://www.trueachievements.com/a190131/welcome-to-san-giovanni-achievement","25","34","1.38","","",
"Halo: The Master Chief Collection","Can't Keep Him Down","https://www.trueachievements.com/a193374/cant-keep-him-down-achievement","5","6","1.38","","",
"Assassin's Creed Syndicate","Unqualified Success","https://www.trueachievements.com/a207534/unqualified-success-achievement","20","27","1.38","","",
"Minecraft: Story Mode - A Telltale Games Series","Losers Weepers","https://www.trueachievements.com/a208427/losers-weepers-achievement","25","34","1.38","Episode 5: Order Up!","",
"Halo Infinite","Takes One to Make One","https://www.trueachievements.com/a346491/takes-one-to-make-one-achievement","10","13","1.38","Campaign","",
"Halo: The Master Chief Collection","Truth and Reconciliation","https://www.trueachievements.com/a193131/truth-and-reconciliation-achievement","10","13","1.38","","",
"Halo Infinite","Pelican Down","https://www.trueachievements.com/a346433/pelican-down-achievement","10","13","1.38","Campaign","",
"NBA 2K21 (Xbox One)","Just Right","https://www.trueachievements.com/a308361/just-right-achievement","15","20","1.38","","",
"Starlit Kart Racing","It's adventure time!","https://www.trueachievements.com/a367992/its-adventure-time-achievement","10","13","1.38","","",
"Monster Hunter: World","Nothing Stops This Commission","https://www.trueachievements.com/a246981/nothing-stops-this-commission-achievement","15","20","1.38","","",
"Red Dead Redemption 2","Settling Feuds","https://www.trueachievements.com/a262336/settling-feuds-achievement","20","27","1.39","","",
"Minecraft: Story Mode - A Telltale Games Series","Friends in High Places","https://www.trueachievements.com/a208428/friends-in-high-places-achievement","30","41","1.39","Episode 5: Order Up!","",
"Ord.","Quality.","https://www.trueachievements.com/a312340/quality-achievement","16","22","1.39","","",
"Ord.","Toasty.","https://www.trueachievements.com/a312343/toasty-achievement","16","22","1.39","","",
"Unto The End","Well trained","https://www.trueachievements.com/a316138/well-trained-achievement","90","125","1.39","","",
"Battlefield 1","Through Mud and Blood","https://www.trueachievements.com/a224183/through-mud-and-blood-achievement","10","13","1.39","","",
"Halo Infinite","One Down…","https://www.trueachievements.com/a346434/one-down-achievement","10","14","1.4","Campaign","",
"Halo: The Master Chief Collection","I Need A Weapon","https://www.trueachievements.com/a288601/i-need-a-weapon-achievement","10","14","1.4","Halo Reach: Campaign","",
"Minecraft: Story Mode - A Telltale Games Series","Castles in the Sky","https://www.trueachievements.com/a208429/castles-in-the-sky-achievement","35","49","1.4","Episode 5: Order Up!","",
"Assassin's Creed Syndicate","Children's Aid Society","https://www.trueachievements.com/a207535/childrens-aid-society-achievement","20","28","1.4","","",
"LEGO Star Wars II: The Original Trilogy","Game 40% complete","https://www.trueachievements.com/a11984/game-40-complete-achievement","40","56","1.4","","",
"Minecraft: Story Mode - A Telltale Games Series","Out of the Blue","https://www.trueachievements.com/a208430/out-of-the-blue-achievement","40","56","1.4","Episode 5: Order Up!","",
"LEGO Marvel Super Heroes 2","The Galaxy Won't Save Itself","https://www.trueachievements.com/a245884/the-galaxy-wont-save-itself-achievement","10","14","1.4","Marvel's Guardians of the Galaxy: Vol. 2 Movie Level Pack","",
"Red Dead Redemption 2","Take From the Rich","https://www.trueachievements.com/a262350/take-from-the-rich-achievement","10","14","1.4","","",
"LEGO Dimensions","Mr. Fusion Home Energy Reactor","https://www.trueachievements.com/a207792/mr-fusion-home-energy-reactor-achievement","5","7","1.41","Back to the Future Level Pack","",
"Monster Hunter: World","Hunters United","https://www.trueachievements.com/a247024/hunters-united-achievement","15","21","1.41","","",
"LEGO Star Wars II: The Original Trilogy","Episode VI complete.","https://www.trueachievements.com/a11983/episode-vi-complete-achievement","50","70","1.41","","",
"RiME","Ask for a miracle","https://www.trueachievements.com/a231702/ask-for-a-miracle-achievement","50","70","1.41","","",
"Minecraft: Story Mode - A Telltale Games Series","To Boldly Go…","https://www.trueachievements.com/a208431/to-boldly-go-achievement","50","70","1.41","Episode 5: Order Up!","",
"Call of Duty","BO6 - Return of the King","https://www.trueachievements.com/a453673/bo6--return-of-the-king-achievement","75","106","1.41","Call of Duty: Black Ops 6","",
"Yes, Your Grace","It's time for Magic!","https://www.trueachievements.com/a299225/its-time-for-magic-achievement","10","14","1.41","","",
"Halo Infinite","Brothers Grim","https://www.trueachievements.com/a346435/brothers-grim-achievement","10","14","1.41","Campaign","",
"Gears 5","Let's Get You Some Answers","https://www.trueachievements.com/a282006/lets-get-you-some-answers-achievement","10","14","1.41","","",
"World War Z","Torero","https://www.trueachievements.com/a271391/torero-achievement","35","49","1.41","","",
"Destiny 2","In A Flash","https://www.trueachievements.com/a239707/in-a-flash-achievement","80","113","1.41","","",
"LEGO Marvel Super Heroes 2","A Bridge too Noir","https://www.trueachievements.com/a244132/a-bridge-too-noir-achievement","15","21","1.42","","",
"KINGDOM HEARTS III","Heartbound","https://www.trueachievements.com/a267343/heartbound-achievement","10","14","1.42","","",
"Ord.","Romantic.","https://www.trueachievements.com/a312363/romantic-achievement","16","22","1.42","","",
"Fallout 4","Mechanical Menace","https://www.trueachievements.com/a213748/mechanical-menace-achievement","20","28","1.42","Automatron","",
"Halo: The Master Chief Collection","The Silent Cartographer","https://www.trueachievements.com/a193127/the-silent-cartographer-achievement","10","14","1.42","","",
"Mushroom Savior","Red Crystal 1","https://www.trueachievements.com/a420082/red-crystal-1-achievement","200","284","1.42","Title Update 4","",
"Ord.","Galactic.","https://www.trueachievements.com/a312371/galactic-achievement","16","22","1.42","","",
"Halo: The Master Chief Collection","Tayari Plaza","https://www.trueachievements.com/a201785/tayari-plaza-achievement","10","14","1.42","Halo 3: ODST","",
"Call of Duty","MW2 - Time for Pints","https://www.trueachievements.com/a374295/mw2--time-for-pints-achievement","100","142","1.42","Call of Duty: Modern Warfare II","",
"Halo: The Master Chief Collection","Gruntageddon","https://www.trueachievements.com/a193480/gruntageddon-achievement","10","14","1.42","","",
"LEGO Marvel Super Heroes 2","He's a friend from work","https://www.trueachievements.com/a244138/hes-a-friend-from-work-achievement","15","21","1.42","","",
"Monster Hunter: World","The Bigger They Are...","https://www.trueachievements.com/a246996/the-bigger-they-are-achievement","5","7","1.42","","",
"HITMAN World of Assassination","Too Big to Fail","https://www.trueachievements.com/a319001/too-big-to-fail-achievement","15","21","1.42","HITMAN","",
"RiME","No hope","https://www.trueachievements.com/a231718/no-hope-achievement","50","71","1.42","","",
"RiME","To let go","https://www.trueachievements.com/a231726/to-let-go-achievement","50","71","1.42","","",
"Mushroom Savior","Red Crystal 2","https://www.trueachievements.com/a420083/red-crystal-2-achievement","200","285","1.42","Title Update 4","",
"Halo: The Master Chief Collection","Mind the Skill Gap","https://www.trueachievements.com/a288695/mind-the-skill-gap-achievement","10","14","1.42","Halo Reach: Campaign","",
"HITMAN 2","This is Maintenance","https://www.trueachievements.com/a263218/this-is-maintenance-achievement","20","28","1.43","Isle of Sgàil","",
"Five Nights at Freddy's 2","Two Nights at Freddy's","https://www.trueachievements.com/a288783/two-nights-at-freddys-achievement","80","114","1.43","","",
"For Honor","Principled Warrior","https://www.trueachievements.com/a229464/principled-warrior-achievement","10","14","1.43","","",
"Halo Infinite","Gun Runner","https://www.trueachievements.com/a346480/gun-runner-achievement","10","14","1.43","Campaign","",
"Halo: The Master Chief Collection","Cairo Station","https://www.trueachievements.com/a193212/cairo-station-achievement","10","14","1.43","","",
"Mushroom Savior","Red Crystal 3","https://www.trueachievements.com/a420084/red-crystal-3-achievement","200","286","1.43","Title Update 4","",
"Red Dead Redemption 2","Locked and Loaded","https://www.trueachievements.com/a262364/locked-and-loaded-achievement","10","14","1.43","","",
"Mushroom Savior","Red Crystal 4","https://www.trueachievements.com/a420085/red-crystal-4-achievement","200","287","1.43","Title Update 4","",
"LEGO Marvel Super Heroes 2","Once, Twice, Kree Times a Sentry","https://www.trueachievements.com/a244135/once-twice-kree-times-a-sentry-achievement","15","21","1.43","","",
"Paladins: Champions of the Realm","Double Kill","https://www.trueachievements.com/a227174/double-kill-achievement","50","71","1.43","","",
"Ord.","Vanquished.","https://www.trueachievements.com/a312345/vanquished-achievement","16","22","1.43","","",
"Mushroom Savior","Red Crystal 5","https://www.trueachievements.com/a420086/red-crystal-5-achievement","200","287","1.43","Title Update 4","",
"DOOM Eternal","This One's my Favorite","https://www.trueachievements.com/a295515/this-ones-my-favorite-achievement","15","21","1.43","","",
"Batman: Arkham Knight","Two Faces of Fear!","https://www.trueachievements.com/a201949/two-faces-of-fear-achievement","10","14","1.43","","",
"Batman: Arkham Knight","Pieces of the Puzzle","https://www.trueachievements.com/a201926/pieces-of-the-puzzle-achievement","10","14","1.43","","",
"Paladins: Champions of the Realm","Gone Spelunking","https://www.trueachievements.com/a227185/gone-spelunking-achievement","25","36","1.44","","",
"Halo: The Master Chief Collection","Going Bananas","https://www.trueachievements.com/a193105/going-bananas-achievement","5","7","1.44","","",
"Ord.","Crowded.","https://www.trueachievements.com/a312326/crowded-achievement","16","23","1.44","","",
"King's Quest","Froggy Throat","https://www.trueachievements.com/a203104/froggy-throat-achievement","55","79","1.44","","",
"Dead Space 2","Picking favorites","https://www.trueachievements.com/a78595/picking-favorites-achievement","30","43","1.44","","",
"Halo Infinite","Wait, I Can Throw Those?","https://www.trueachievements.com/a346489/wait-i-can-throw-those-achievement","10","14","1.44","Campaign","",
"Minecraft: Story Mode - A Telltale Games Series","Invitation to Die For","https://www.trueachievements.com/a216414/invitation-to-die-for-achievement","10","14","1.45","Episode 6: A Portal To Mystery","",
"Dead Space 2","Frozen in Time","https://www.trueachievements.com/a78576/frozen-in-time-achievement","10","14","1.45","","",
"Destiny 2","Heart of Darkness","https://www.trueachievements.com/a239709/heart-of-darkness-achievement","80","116","1.45","","",
"DOOM Eternal","Interplanetary Fracking","https://www.trueachievements.com/a295504/interplanetary-fracking-achievement","20","29","1.45","","",
