"GameName","AchievementName","AchievementPageURL","Gamerscore","TAScore","TARatio","DLCName","UnlockDate",
"PowerWash Simulator 2","Cosmic Ordering","https://www.trueachievements.com/a600645/cosmic-ordering-achievement","30","70","2.34","","2026-01-06T20:51:30.000Z",
"PowerWash Simulator 2","Squeaky Clean","https://www.trueachievements.com/a600647/squeaky-clean-achievement","20","47","2.39","","2026-01-06T20:32:44.000Z",
"PowerWash Simulator 2","Maxed Out","https://www.trueachievements.com/a600628/maxed-out-achievement","50","109","2.18","","2026-01-06T18:30:51.000Z",
"PowerWash Simulator 2","It All Comes Out in the Wash","https://www.trueachievements.com/a600623/it-all-comes-out-in-the-wash-achievement","100","209","2.09","","2026-01-06T18:28:01.000Z",
"Puzzle Galaxy Xbox Edition","Sharing is caring","https://www.trueachievements.com/a609514/sharing-is-caring-achievement","90","136","1.52","","2026-01-06T06:06:34.000Z",
"Puzzle Galaxy Xbox Edition","You need to gather the team","https://www.trueachievements.com/a609515/you-need-to-gather-the-team-achievement","90","141","1.57","","2026-01-06T06:06:32.000Z",
"Puzzle Galaxy Xbox Edition","Piece of cake","https://www.trueachievements.com/a609512/piece-of-cake-achievement","90","108","1.2","","2026-01-06T06:06:30.000Z",
"Puzzle Galaxy Xbox Edition","No Man's Land","https://www.trueachievements.com/a609497/no-mans-land-achievement","15","15","1.01","","2026-01-06T06:06:29.000Z",
"Hades","Escaped Elysium","https://www.trueachievements.com/a330977/escaped-elysium-achievement","25","33","1.32","","2026-01-05T07:46:14.000Z",
"Hades","Friends in High Places","https://www.trueachievements.com/a331020/friends-in-high-places-achievement","5","6","1.26","","2026-01-05T06:59:18.000Z",
"Hades","Arms Collector","https://www.trueachievements.com/a330994/arms-collector-achievement","25","31","1.26","","2026-01-05T06:24:56.000Z",
"Hades","Death Dealer","https://www.trueachievements.com/a331019/death-dealer-achievement","10","15","1.59","","2026-01-04T18:27:06.000Z",
"Hades","Chthonic Colleagues","https://www.trueachievements.com/a331004/chthonic-colleagues-achievement","10","13","1.32","","2026-01-04T18:05:46.000Z",
"Hades","Skelly Slayer","https://www.trueachievements.com/a331022/skelly-slayer-achievement","5","7","1.56","","2026-01-04T05:05:08.000Z",
"It Takes Two","It Took Two","https://www.trueachievements.com/a322268/it-took-two-achievement","100","134","1.34","","2025-12-30T22:11:42.000Z",
"Dead by Daylight","Adept Xenomorph","https://www.trueachievements.com/a403275/adept-xenomorph-achievement","20","67","3.39","Alien","2025-12-30T21:23:02.000Z",
"Dead by Daylight","Denied!","https://www.trueachievements.com/a283431/denied-achievement","20","63","3.15","Stranger Things","2025-12-30T21:22:31.000Z",
"Dead by Daylight","Deadly Plunge","https://www.trueachievements.com/a458486/deadly-plunge-achievement","20","116","5.83","Doomed Course","2025-12-30T20:44:16.000Z",
"PowerWash Simulator 2","Wise Decision","https://www.trueachievements.com/a600646/wise-decision-achievement","20","45","2.29","","2025-12-28T05:52:24.000Z",
"Kill It With Fire 2","Eggsecutioner","https://www.trueachievements.com/a605084/eggsecutioner-achievement","10","47","4.79","","2025-12-28T05:40:19.000Z",
"Kill It With Fire 2","Preferably Dead","https://www.trueachievements.com/a605073/preferably-dead-achievement","50","213","4.27","","2025-12-28T05:35:02.000Z",
"Kill It With Fire 2","Big Spender","https://www.trueachievements.com/a605042/big-spender-achievement","50","216","4.33","","2025-12-28T05:34:01.000Z",
"Kill It With Fire 2","Prop Hunt","https://www.trueachievements.com/a605044/prop-hunt-achievement","50","223","4.47","","2025-12-28T05:31:43.000Z",
"Kill It With Fire 2","Tinker, Tailor, Exterminator","https://www.trueachievements.com/a605041/tinker-tailor-exterminator-achievement","50","226","4.53","","2025-12-28T05:31:02.000Z",
"Kill It With Fire 2","The End","https://www.trueachievements.com/a605093/the-end-achievement","50","231","4.62","","2025-12-28T05:20:43.000Z",
"Kill It With Fire 2","Blaze Of Glory","https://www.trueachievements.com/a605092/blaze-of-glory-achievement","10","39","3.92","","2025-12-28T05:11:21.000Z",
"Kill It With Fire 2","Side Hustle","https://www.trueachievements.com/a605060/side-hustle-achievement","10","42","4.29","","2025-12-27T22:46:03.000Z",
"Kill It With Fire 2","Compound X Gon' Give It To Ya","https://www.trueachievements.com/a605040/compound-x-gon-give-it-to-ya-achievement","100","434","4.34","","2025-12-27T22:37:38.000Z",
"Kill It With Fire 2","Card Shark","https://www.trueachievements.com/a605072/card-shark-achievement","10","43","4.37","","2025-12-27T20:28:12.000Z",
"Kill It With Fire 2","The Anvil Strikes Back","https://www.trueachievements.com/a605065/the-anvil-strikes-back-achievement","10","46","4.66","","2025-12-27T20:07:29.000Z",
"Kill It With Fire 2","All Choked Up","https://www.trueachievements.com/a605066/all-choked-up-achievement","10","43","4.38","","2025-12-27T19:32:18.000Z",
"Kill It With Fire 2","Targeted Advertising","https://www.trueachievements.com/a605077/targeted-advertising-achievement","10","47","4.7","","2025-12-27T16:07:32.000Z",
"Kill It With Fire 2","Story Time","https://www.trueachievements.com/a605043/story-time-achievement","50","215","4.31","","2025-12-27T06:31:43.000Z",
"Kill It With Fire 2","Astral Jaunt","https://www.trueachievements.com/a605089/astral-jaunt-achievement","10","37","3.71","","2025-12-27T06:19:13.000Z",
"Kill It With Fire 2","Shine On","https://www.trueachievements.com/a605056/shine-on-achievement","10","37","3.75","","2025-12-27T05:36:18.000Z",
"Kill It With Fire 2","Deicide","https://www.trueachievements.com/a605085/deicide-achievement","50","157","3.14","","2025-12-27T04:57:42.000Z",
"Kill It With Fire 2","Oh Snap!","https://www.trueachievements.com/a605087/oh-snap-achievement","10","30","3.07","","2025-12-27T04:29:56.000Z",
"Kill It With Fire 2","Out Of The Blue","https://www.trueachievements.com/a605086/out-of-the-blue-achievement","10","38","3.85","","2025-12-27T03:48:50.000Z",
"Kill It With Fire 2","Prickly Posse","https://www.trueachievements.com/a605090/prickly-posse-achievement","10","45","4.5","","2025-12-27T03:47:37.000Z",
"Kill It With Fire 2","Drone Zone","https://www.trueachievements.com/a605075/drone-zone-achievement","50","216","4.32","","2025-12-27T03:27:38.000Z",
"Kill It With Fire 2","All Is Vanity","https://www.trueachievements.com/a605074/all-is-vanity-achievement","50","190","3.8","","2025-12-27T03:19:09.000Z",
"Kill It With Fire 2","Take The High Road","https://www.trueachievements.com/a605091/take-the-high-road-achievement","10","43","4.35","","2025-12-27T02:39:18.000Z",
"Kill It With Fire 2","Chaos Theory","https://www.trueachievements.com/a605082/chaos-theory-achievement","10","35","3.56","","2025-12-27T02:24:01.000Z",
"Kill It With Fire 2","Practice Makes Perfect","https://www.trueachievements.com/a605047/practice-makes-perfect-achievement","10","41","4.16","","2025-12-27T02:00:32.000Z",
"Kill It With Fire 2","DADDY_ERRORS","https://www.trueachievements.com/a605083/daddyerrors-achievement","10","36","3.64","","2025-12-27T01:26:39.000Z",
"Kill It With Fire 2","Keys To The Kingdom","https://www.trueachievements.com/a605081/keys-to-the-kingdom-achievement","10","36","3.65","","2025-12-27T01:20:55.000Z",
"Kill It With Fire 2","Toil and Trouble","https://www.trueachievements.com/a605045/toil-and-trouble-achievement","50","184","3.69","","2025-12-27T01:09:58.000Z",
"Kill It With Fire 2","Evil, Dead Spiders","https://www.trueachievements.com/a605062/evil-dead-spiders-achievement","10","28","2.83","","2025-12-26T23:51:05.000Z",
"Kill It With Fire 2","Earth Alpha One","https://www.trueachievements.com/a605050/earth-alpha-one-achievement","10","27","2.79","","2025-12-26T23:37:08.000Z",
"Kill It With Fire 2","Over-Reaction","https://www.trueachievements.com/a605053/overreaction-achievement","10","29","2.91","","2025-12-26T23:23:27.000Z",
"Kill It With Fire 2","Reasonable Force","https://www.trueachievements.com/a605049/reasonable-force-achievement","10","30","3.07","","2025-12-26T20:17:30.000Z",
"Kill It With Fire 2","S-Tier","https://www.trueachievements.com/a605078/stier-achievement","5","18","3.68","","2025-12-26T19:52:28.000Z",
"Kill It With Fire 2","Data Miner","https://www.trueachievements.com/a605079/data-miner-achievement","10","31","3.11","","2025-12-26T19:46:09.000Z",
"Kill It With Fire 2","Power Supplier","https://www.trueachievements.com/a605080/power-supplier-achievement","10","36","3.68","","2025-12-26T19:35:02.000Z",
"Kill It With Fire 2","Zero Bug Policy","https://www.trueachievements.com/a605076/zero-bug-policy-achievement","5","11","2.3","","2025-12-26T04:10:07.000Z",
"OddBallers","Oddballer","https://www.trueachievements.com/a382091/oddballer-achievement","200","962","4.81","","2025-12-24T09:18:46.000Z",
"OddBallers","Veteran","https://www.trueachievements.com/a382101/veteran-achievement","150","687","4.58","","2025-12-24T09:18:46.000Z",
"OddBallers","Can't dodge this!","https://www.trueachievements.com/a382104/cant-dodge-this-achievement","40","187","4.68","","2025-12-24T09:02:42.000Z",
"OddBallers","Odd Couture","https://www.trueachievements.com/a382093/odd-couture-achievement","100","455","4.55","","2025-12-24T08:26:57.000Z",
"Kill It With Fire 2","Rematch","https://www.trueachievements.com/a605068/rematch-achievement","10","35","3.54","","2025-12-24T07:33:11.000Z",
"Scrap Divers","Stage 4","https://www.trueachievements.com/a469341/stage-4-achievement","75","93","1.24","","2025-12-23T17:37:52.000Z",
"Scrap Divers","Gold Rush","https://www.trueachievements.com/a469333/gold-rush-achievement","150","181","1.21","","2025-12-23T17:31:41.000Z",
"Overwatch 2","Huge Rez","https://www.trueachievements.com/a216086/huge-rez-achievement","15","39","2.62","","2025-12-23T05:48:42.000Z",
"Scrap Divers","Stage 3","https://www.trueachievements.com/a469340/stage-3-achievement","75","86","1.15","","2025-12-23T02:59:03.000Z",
"Scrap Divers","Stalwart","https://www.trueachievements.com/a469336/stalwart-achievement","100","117","1.17","","2025-12-23T02:54:53.000Z",
"Scrap Divers","Stage 2","https://www.trueachievements.com/a469339/stage-2-achievement","50","54","1.09","","2025-12-23T02:54:41.000Z",
"Scrap Divers","New Friends","https://www.trueachievements.com/a469331/new-friends-achievement","50","50","1.01","","2025-12-23T02:53:27.000Z",
"Starbound (Windows)","A Motley Crew","https://www.trueachievements.com/a317009/a-motley-crew-achievement","20","30","1.53","","2025-12-23T01:43:31.000Z",
"Scrap Divers","Scrap Diver","https://www.trueachievements.com/a611770/scrap-diver-achievement","200","348","1.74","Title Update","2025-12-23T00:44:06.000Z",
"Scrap Divers","Scrap Collector","https://www.trueachievements.com/a469332/scrap-collector-achievement","50","52","1.05","","2025-12-23T00:43:18.000Z",
"Scrap Divers","Stage 1","https://www.trueachievements.com/a469338/stage-1-achievement","50","51","1.02","","2025-12-23T00:40:52.000Z",
"Scrap Divers","Scrap Surfer","https://www.trueachievements.com/a469335/scrap-surfer-achievement","150","156","1.04","","2025-12-23T00:38:13.000Z",
"Scrap Divers","Glide Master","https://www.trueachievements.com/a469334/glide-master-achievement","50","50","1","","2025-12-23T00:37:59.000Z",
"Overwatch 2","Group Health Plan","https://www.trueachievements.com/a216085/group-health-plan-achievement","15","22","1.49","","2025-12-22T05:45:41.000Z",
"OddBallers","First Touch","https://www.trueachievements.com/a382110/first-touch-achievement","10","32","3.28","","2025-12-22T02:37:36.000Z",
"OddBallers","Can you fly, Bobby?","https://www.trueachievements.com/a382114/can-you-fly-bobby-achievement","10","29","2.94","","2025-12-22T02:17:39.000Z",
"Ultimate Sheep Raccoon","Loki, Trickster God","https://www.trueachievements.com/a602794/loki-trickster-god-achievement","60","354","5.91","","2025-12-20T07:19:23.000Z",
"Ultimate Sheep Raccoon","But I Get Up Again","https://www.trueachievements.com/a602790/but-i-get-up-again-achievement","40","129","3.24","","2025-12-20T07:19:04.000Z",
"Ultimate Sheep Raccoon","It’s Tricky!","https://www.trueachievements.com/a602786/its-tricky-achievement","15","51","3.45","","2025-12-19T05:47:43.000Z",
"Ultimate Sheep Raccoon","McSpeedy Friends Award","https://www.trueachievements.com/a602795/mcspeedy-friends-award-achievement","70","233","3.32","","2025-12-18T23:17:18.000Z",
"Ultimate Sheep Raccoon","Participation Award","https://www.trueachievements.com/a602801/participation-award-achievement","20","155","7.78","","2025-12-18T23:06:51.000Z",
"Ultimate Sheep Raccoon","Figure 8","https://www.trueachievements.com/a602792/figure-8-achievement","25","177","7.11","","2025-12-18T23:03:21.000Z",
"OddBallers","Shopaholic","https://www.trueachievements.com/a382092/shopaholic-achievement","30","108","3.63","","2025-12-18T22:13:44.000Z",
"Connect It!","Unlock level 11","https://www.trueachievements.com/a607995/unlock-level-11-achievement","100","102","1.02","","2025-12-17T06:18:55.000Z",
"Connect It!","Get 'em all","https://www.trueachievements.com/a607984/get-em-all-achievement","150","153","1.02","","2025-12-17T06:18:54.000Z",
"Connect It!","Unlock level 10","https://www.trueachievements.com/a607994/unlock-level-10-achievement","100","101","1.01","","2025-12-17T06:18:22.000Z",
"Connect It!","Unlock level 9","https://www.trueachievements.com/a607993/unlock-level-9-achievement","100","101","1.01","","2025-12-17T06:18:01.000Z",
"Connect It!","Unlock level 8","https://www.trueachievements.com/a607992/unlock-level-8-achievement","100","101","1.01","","2025-12-17T06:17:29.000Z",
"Connect It!","Unlock level 7","https://www.trueachievements.com/a607991/unlock-level-7-achievement","100","101","1.01","","2025-12-17T06:16:56.000Z",
"Connect It!","Unlock level 6","https://www.trueachievements.com/a607990/unlock-level-6-achievement","100","101","1.01","","2025-12-17T06:15:41.000Z",
"Connect It!","Unlock level 5","https://www.trueachievements.com/a607989/unlock-level-5-achievement","50","50","1.01","","2025-12-17T06:15:20.000Z",
"Connect It!","Unlock level 4","https://www.trueachievements.com/a607988/unlock-level-4-achievement","50","50","1.01","","2025-12-17T06:15:01.000Z",
"Connect It!","Unlock level 3","https://www.trueachievements.com/a607987/unlock-level-3-achievement","50","50","1","","2025-12-17T06:14:25.000Z",
"Ultimate Sheep Raccoon","Evil Mastermind","https://www.trueachievements.com/a602793/evil-mastermind-achievement","65","440","6.77","","2025-12-17T05:41:15.000Z",
"Ultimate Sheep Raccoon","Hesitation Station","https://www.trueachievements.com/a602797/hesitation-station-achievement","20","34","1.71","","2025-12-17T05:30:22.000Z",
"Ultimate Sheep Raccoon","Burnquist Award","https://www.trueachievements.com/a602779/burnquist-award-achievement","40","95","2.37","","2025-12-17T05:11:52.000Z",
"Ultimate Sheep Raccoon","Sharing is Caring","https://www.trueachievements.com/a602782/sharing-is-caring-achievement","20","83","4.18","","2025-12-17T05:09:45.000Z",
"Ultimate Sheep Raccoon","Digital Cyclist","https://www.trueachievements.com/a602800/digital-cyclist-achievement","35","190","5.45","","2025-12-17T01:45:02.000Z",
"Ultimate Sheep Raccoon","Protect the Animals","https://www.trueachievements.com/a602796/protect-the-animals-achievement","55","378","6.87","","2025-12-17T01:31:24.000Z",
"Ultimate Sheep Raccoon","Tony Squak award","https://www.trueachievements.com/a602799/tony-squak-award-achievement","50","157","3.14","","2025-12-17T01:26:19.000Z",
"Ultimate Sheep Raccoon","A Welcoming Host","https://www.trueachievements.com/a602784/a-welcoming-host-achievement","55","359","6.53","","2025-12-17T01:22:30.000Z",
